,Age,Salary,ZipCode10001,ZipCode20002,ZipCode30003,Y11,Y12,Y13,Y14,Y15,Y21,Y22,Y23,Y24,Y25,Y31,Y32,Y33,Y34,Y35,Y41,Y42,Y43,Y44,Y45,Y51,Y52,Y53,Y54,Y55
0,11.04444872162709,6.36620442780058,0.0,1.0,0.0,-4.049537109202691,-27.43435697666319,-19.080503928619176,-14.369150563688388,-17.564448299279256,-16.608773022693118,-42.3707527548046,-35.772630033344214,-28.09890600960692,-30.24258768340437,-1.6272035233785118,-24.01990411518708,-16.769653463861413,-10.694627488043617,-13.90018317499232,-0.9049604322380128,-13.90858280064521,-6.6476927336052976,-3.694852201741592,-5.680293160421973,2.5875875482658235,-8.891208189535769,-4.681194728617171,-2.248405538317946,-2.679080764404737
1,9.72725980067234,5.912558186873364,1.0,0.0,0.0,0.5461676555698318,-19.55192277374173,-12.189517794022525,-7.722473645196686,-9.333468164318578,-7.47025009524556,-30.146596840022344,-25.924359915056392,-17.231424423757108,-18.695290201664253,4.3554820133071015,-16.824468061477308,-10.927033106134711,-5.886887120019958,-6.088921945365344,2.6245856697703225,-5.768567731458107,-5.776195156355021,-1.3794951294022044,-2.329603768819158,6.080511795063456,-4.76569334243881,-2.290061564229001,-0.8873976270837025,0.5625323989915202
2,11.383020333142149,6.636471640465257,0.0,1.0,0.0,-6.2548829056694135,-28.29054616873017,-20.35890456288357,-15.126494365234548,-17.251375764779226,-18.44842218738943,-41.92248053594592,-34.400861719010386,-27.250598256746724,-28.839808685129317,-2.1690480473607163,-25.55724775449116,-17.193767735762126,-10.49408016593141,-12.28661862156501,-2.30507582382904,-11.57956160330935,-7.2157179111595555,-3.35079658251928,-6.895340129659987,2.531148111441899,-7.9328411423056995,-5.427430448855453,-1.3301628273303567,-2.324381645419257
3,13.560905590949863,5.896255544344083,0.0,0.0,1.0,-10.608214327596109,-31.78924219360665,-24.667607658073955,-14.20762031016524,-21.339751460091023,-21.97175200227913,-47.678890677844336,-40.18794422107538,-26.304342075531064,-33.351088684319386,-7.478533683838847,-30.70633070435017,-25.31010868051426,-12.84246441607679,-15.42972294194998,-2.8251921302723355,-10.563153883282952,-8.293897605915275,-2.3982967232377725,-7.05331896461825,0.1385559895080058,-6.9197614242568575,-5.729859214378152,-1.6395871629266217,-4.445707311810686
4,9.542489621698405,6.128325822064507,1.0,0.0,0.0,0.3575883278834317,-16.487692272210282,-11.31277055879766,-6.860612140998334,-8.776457962744974,-7.576004387993835,-27.63497934253972,-22.684153322675563,-18.097346784882003,-18.55934909841715,8.103011624626909,-13.563183495337332,-9.832379049591262,-4.56166264030471,-2.962193068225048,3.617389516223007,-4.619453244831696,-3.856879077278331,-1.4902663115925816,-1.4956584726923403,4.035345279639259,-3.341180760871819,-1.9151904903486785,1.364449264631203,0.1034511791104277
5,9.542520955037745,6.393217254027931,1.0,0.0,0.0,4.761796619386834,-18.96558643782972,-12.269444122827354,-6.966852666458493,-9.094973337003502,-4.120708018706056,-29.168362533068045,-25.07210147224256,-15.27577686602773,-19.358957199156603,7.710737983051052,-12.93125309731638,-10.381555133024094,-1.5672457108453923,-4.9926893900974445,2.1276766990271696,-4.269014412151423,-4.685385643163942,-1.9457655023733156,-2.990554199858556,4.819768745078973,-3.372049060029478,-2.23741536439648,-1.0584708821605375,-1.073785580395734
6,13.71414327410659,5.068659867231016,1.0,0.0,0.0,-11.0527888978619,-31.72967358202565,-26.82880725550364,-18.04246171963213,-23.064553715792407,-25.861710924133018,-48.17219952944033,-40.930280073694,-29.73208362323853,-37.374746402548126,-9.886629401754483,-33.07496425999972,-24.64946272697734,-14.50565643029556,-21.4437595484736,-2.1904789475660658,-12.198904560989195,-7.292496263948563,-5.709766030993874,-6.125213407758452,-0.6351948618635813,-9.860733205108318,-5.234572038529432,-2.516808435094473,-4.6893385957826
7,11.65892567263675,6.216088945539387,0.0,1.0,0.0,-7.142354287323757,-30.626894152009918,-18.370617585283117,-19.198470996482904,-19.31653477123796,-18.386033861699584,-46.4366489537079,-32.1034744304544,-29.62152474759045,-31.46323203450072,-2.2645634442493616,-27.707900224066652,-17.821312984955732,-11.936139247987374,-15.561297263769664,0.000770070616782,-13.069434879059688,-7.024435445522252,-6.881660038315003,-6.070861353817914,1.816872411600692,-8.527721860942314,-2.999447228242923,-5.224515423085571,-3.2609284523053264
8,9.103784587552234,5.866358639536423,0.0,1.0,0.0,-2.890452363865424,-22.662319705477348,-15.990339603345376,-11.438625710552754,-12.25298868934328,-11.735037694429224,-32.80044626435844,-26.44580098324906,-22.10601747158169,-23.339626589577087,0.6943876285517309,-17.31056279015549,-12.511722384209666,-6.73099103590942,-7.43247496584914,-0.0106232938205434,-10.244768718143934,-4.797743958305749,-3.652566286049104,-2.4661329002562056,5.818179687047407,-4.340797345150112,-2.8901306003888205,-0.0239819295398759,-1.9005969186620373
9,11.146182935938384,5.087225584350829,0.0,0.0,1.0,-3.203811817585314,-27.559159115787875,-20.84992445978288,-13.131385638287682,-16.255191722588332,-14.025632030826634,-39.06027872707941,-34.205578493297104,-24.583199628345376,-29.64362358821176,-2.826186605723546,-22.858744139635288,-20.589374634221716,-9.67434618579282,-13.553895534524504,-0.5647200774633077,-10.97006851913516,-7.76752018463745,-3.349277941109229,-6.967429216873738,2.5683495607897817,-7.177230717136223,-5.497748535087587,-0.4051484613704237,-2.906440812298317
10,9.114819035329363,5.688048756972255,1.0,0.0,0.0,4.07367116234558,-18.93996889025053,-12.320029616115749,-7.191434368683759,-7.328325033511961,-4.557512512250565,-27.93183406124708,-20.851627853452293,-14.955683611174344,-18.37747109889669,8.28661095769495,-13.09217112392331,-8.983047413813418,-4.984953608380391,-4.107330935326487,4.644945422931607,-6.225484590367548,-3.6446717773522312,-2.0435463846826805,-2.568823192041526,4.53817511999859,-4.05078729134677,-4.471483669909418,-2.1442350317066223,0.8853597923836071
11,9.110605206586062,5.103530527763721,1.0,0.0,0.0,-1.392586517087489,-16.968510018483993,-10.887828863002468,-8.374600388722168,-12.317775471092355,-12.396140192051517,-25.02250529231887,-22.650409635515885,-17.23383157606498,-22.16431932346273,1.3236804886087628,-14.860222017607024,-10.207604603012747,-3.5340300399015,-9.45430616497597,0.1823447807767442,-6.59334637138828,-5.053893699950951,-3.0415089052201543,-5.962245756345702,2.1617937484547527,-5.494579848949062,-2.487562861179903,1.2366922093798405,-1.8426483088954615
