,Age,Salary,ZipCode10001,ZipCode20002,ZipCode30003,Y11,Y12,Y13,Y14,Y15,Y21,Y22,Y23,Y24,Y25,Y31,Y32,Y33,Y34,Y35,Y41,Y42,Y43,Y44,Y45,Y51,Y52,Y53,Y54,Y55
0,11.04444872162709,6.36620442780058,0.0,1.0,0.0,-4.049537109202691,,,-14.369150563688388,-17.564448299279256,,,-35.772630033344214,-28.09890600960692,-30.24258768340437,-1.6272035233785118,,-16.769653463861413,-10.694627488043617,-13.90018317499232,-0.9049604322380128,,,-3.694852201741592,-5.680293160421973,2.5875875482658235,,-4.681194728617171,-2.248405538317946,-2.679080764404737
1,9.72725980067234,5.912558186873364,1.0,0.0,0.0,0.5461676555698318,,-12.189517794022525,-7.722473645196686,,-7.47025009524556,,-25.924359915056392,-17.231424423757108,-18.695290201664253,4.3554820133071015,,-10.927033106134711,-5.886887120019958,-6.088921945365344,2.6245856697703225,,-5.776195156355021,-1.3794951294022044,-2.329603768819158,6.080511795063456,,-2.290061564229001,-0.8873976270837025,0.5625323989915202
2,11.383020333142149,6.636471640465257,0.0,1.0,0.0,,,-20.35890456288357,-15.126494365234548,-17.251375764779226,-18.44842218738943,,-34.400861719010386,-27.250598256746724,-28.839808685129317,-2.1690480473607163,,-17.193767735762126,-10.49408016593141,-12.28661862156501,,,-7.2157179111595555,-3.35079658251928,-6.895340129659987,2.531148111441899,,-5.427430448855453,-1.3301628273303567,-2.324381645419257
3,13.560905590949863,5.896255544344083,0.0,0.0,1.0,-10.608214327596109,,,-14.20762031016524,-21.339751460091023,-21.97175200227913,,-40.18794422107538,-26.304342075531064,-33.351088684319386,-7.478533683838847,,-25.31010868051426,,-15.42972294194998,-2.8251921302723355,,-8.293897605915275,-2.3982967232377725,,0.1385559895080058,,-5.729859214378152,-1.6395871629266217,-4.445707311810686
4,9.542489621698405,6.128325822064507,1.0,0.0,0.0,0.3575883278834317,-16.487692272210282,-11.31277055879766,,,-7.576004387993835,-27.63497934253972,,,-18.55934909841715,8.103011624626909,-13.563183495337332,-9.832379049591262,,-2.962193068225048,3.617389516223007,-4.619453244831696,-3.856879077278331,,-1.4956584726923403,,-3.341180760871819,-1.9151904903486785,,0.1034511791104277
5,9.542520955037745,6.393217254027931,1.0,0.0,0.0,4.761796619386834,-18.96558643782972,-12.269444122827354,,-9.094973337003502,-4.120708018706056,-29.168362533068045,-25.07210147224256,,-19.358957199156603,7.710737983051052,,-10.381555133024094,,-4.9926893900974445,2.1276766990271696,-4.269014412151423,-4.685385643163942,,-2.990554199858556,,-3.372049060029478,-2.23741536439648,,-1.073785580395734
6,13.71414327410659,5.068659867231016,1.0,0.0,0.0,-11.0527888978619,-31.72967358202565,,-18.04246171963213,-23.064553715792407,-25.861710924133018,-48.17219952944033,,-29.73208362323853,-37.374746402548126,,-33.07496425999972,,-14.50565643029556,-21.4437595484736,-2.1904789475660658,-12.198904560989195,,-5.709766030993874,-6.125213407758452,-0.6351948618635813,-9.860733205108318,,-2.516808435094473,-4.6893385957826
7,11.65892567263675,6.216088945539387,0.0,1.0,0.0,-7.142354287323757,-30.626894152009918,,-19.198470996482904,-19.31653477123796,,-46.4366489537079,,-29.62152474759045,-31.46323203450072,-2.2645634442493616,-27.707900224066652,,-11.936139247987374,-15.561297263769664,0.000770070616782,-13.069434879059688,,-6.881660038315003,-6.070861353817914,1.816872411600692,-8.527721860942314,,-5.224515423085571,-3.2609284523053264
8,9.103784587552234,5.866358639536423,0.0,1.0,0.0,-2.890452363865424,-22.662319705477348,-15.990339603345376,-11.438625710552754,,-11.735037694429224,-32.80044626435844,-26.44580098324906,-22.10601747158169,,0.6943876285517309,-17.31056279015549,-12.511722384209666,-6.73099103590942,,-0.0106232938205434,-10.244768718143934,-4.797743958305749,-3.652566286049104,,5.818179687047407,-4.340797345150112,-2.8901306003888205,-0.0239819295398759,
9,11.146182935938384,5.087225584350829,0.0,0.0,1.0,,-27.559159115787875,-20.84992445978288,,-16.255191722588332,-14.025632030826634,-39.06027872707941,-34.205578493297104,,-29.64362358821176,-2.826186605723546,-22.858744139635288,-20.589374634221716,,-13.553895534524504,-0.5647200774633077,-10.97006851913516,-7.76752018463745,,-6.967429216873738,2.5683495607897817,-7.177230717136223,,,-2.906440812298317
